ID,PC1,PC2,PC3,PC4,PC5,Class
98,-59.34859457,-54.27627308,8.959243405,0.65118901,1.105117323,0
99,-55.89270674,-19.22749954,-23.72575259,0.077001955,-0.91766761,0
100,255.4007036,-12.62729074,6.507868286,-1.017159242,-0.098594115,0
101,51.32027983,17.36559471,-19.43564467,0.476859494,-0.839865982,0
102,-56.34147787,-24.42013731,9.64292656,-0.628176311,-0.204160252,0
103,-52.30664574,16.49674473,-28.13372725,-0.2576934,-0.126291597,0
104,-56.83747533,-28.88058104,-11.46503379,0.516559201,-0.249091807,0
105,137.7684343,-22.46992311,-18.1736171,0.792588911,-0.202907983,0
106,-52.9481594,9.381987662,5.993665941,1.055454619,-0.199562299,0
107,315.1745286,11.85378856,16.9706097,1.856020262,-0.148507916,0
108,-59.14100727,-51.78299668,-10.90851759,-0.227139865,-0.266411707,0
109,-56.52238064,-25.82878393,-8.004256676,-0.137120062,0.487776508,0
110,-53.06040349,8.767184521,-17.33762734,-1.161835221,0.59655188,0
111,-51.82354216,20.45447796,10.67551956,1.351617954,-0.89793796,0
112,64.96732735,2.574616169,7.732912129,0.35985483,-0.869517761,0
113,-52.37664533,15.63992873,-21.04272117,-1.548678086,-0.082045341,0
114,51.81060963,41.34436321,19.59396726,-1.616814261,0.687929924,0
115,197.7379783,-6.559497449,15.82782126,0.658784337,0.54303181,0
116,-52.83756095,10.38967574,9.498461629,-2.000236048,-0.792431973,0
117,-53.25319963,6.338332458,6.06223817,-1.369683613,-0.115206714,0
118,222.5427433,-9.914733186,22.8637538,-0.573140366,-0.829572666,0
119,-55.07081925,-12.10910495,24.19943772,0.428184778,3.314148002,0
120,-56.27851599,-24.08583884,23.07518763,-0.033605788,0.477843186,0
121,-50.53079656,33.79149886,-12.28834564,-0.731963807,-0.787191405,0
122,-55.86194938,-19.05738867,-17.36209983,0.887774358,-0.241880765,0
123,-55.46129836,-15.07288916,-17.45815325,1.243497919,1.167898274,0
124,-47.50619492,63.72453848,-7.364409706,-2.867636934,-0.650518288,0
125,-56.16977542,-22.0888797,-18.70404328,0.364040174,-0.227898666,0
126,-58.57449201,-45.9770247,-18.82862108,0.618803338,-0.991732749,0
127,102.9731129,-48.89083449,-6.774271464,-0.394983314,0.486762322,0
128,93.83585568,-20.29206871,13.80529175,0.444388595,-0.912580046,0
129,-55.4019415,-15.24462134,17.20267259,0.708702406,-0.945896911,0
130,-54.75051304,-9.019938066,28.36637295,0.038169937,-0.912137734,0
131,-53.30028332,6.107618679,-4.539251623,-0.319750259,0.556067002,0
132,-47.95780424,59.57828795,-21.39307515,4.254775602,-0.919667141,0
133,-51.87472349,20.17433186,0.071135366,0.526099995,1.258298262,0
134,135.0492272,0.209260443,-7.384551931,1.531819843,-0.190407989,0
135,71.39231434,86.81016807,-12.71039925,-3.647628059,-0.549458051,0
136,-56.09357802,-21.6845512,-2.444028629,1.051952235,0.449901392,0
137,-48.4731091,54.0538381,-2.867862211,4.456825771,-0.943670004,0
138,-57.95789428,-39.9251224,-15.43951876,0.592039399,-0.272319857,0
139,-58.18123457,-42.03811013,-20.33993153,0.325755881,-0.97264097,0
140,-54.53689103,-6.014457089,-12.02413545,-0.238260823,-0.176021772,0
141,-54.14373858,-3.019794636,29.63440088,-0.109897098,-0.895258473,0
142,-58.65483334,-47.83290631,29.31219423,-0.166885491,0.434396056,0
143,-51.95149022,19.30236625,5.043047919,0.459786781,-0.865253238,0
144,-52.28906929,15.63181591,19.27654468,-0.592688752,0.577613941,0
145,-56.27935665,-23.13050696,-20.79987457,0.619215339,0.468794575,0
146,-52.37553785,15.67730481,-21.74543597,0.777012744,0.539208128,0
147,-55.02835106,-11.40744024,11.45059492,0.578039071,0.483438914,0
148,-53.16742659,6.813075525,23.7380243,0.660923149,-0.902914133,0
149,-51.12621257,27.83929287,-10.72956667,-1.237122165,0.634690026,0
150,-55.85800146,-19.99718642,27.22007379,0.259634923,0.473661503,0
151,-58.05309434,-41.84931447,29.1670335,0.235091727,-0.984012052,0
152,-57.90536191,-40.13339691,17.80794872,0.113167002,-0.972641024,0
153,-59.01642193,-50.64956438,-5.983381443,0.510137963,-1.000758408,0
154,-48.95389046,48.63021879,25.54483717,-0.806009878,0.6482715,0
155,-46.35298218,74.48193126,24.91302653,-1.533322214,0.726186165,0
156,-59.23072499,-52.72047102,-8.763409285,-0.03444755,-0.983679188,0
157,-43.11500419,107.0497264,7.86252083,3.476019022,-0.099023439,0
158,-56.16636317,-22.07060854,-17.9973641,0.336078616,-0.934635675,0
159,-51.77746122,21.13347328,0.043703229,-1.11912443,-0.093726828,0
160,78.40219855,-33.36380377,-7.738729385,-0.093593689,1.208197798,0
161,189.1032912,-22.61586935,23.3235651,0.150199309,0.526724011,0
162,-57.93708512,-39.83204925,-10.49336376,-0.544675759,-0.93890349,0
163,-59.29340233,-53.05024818,-22.19472103,-0.276671006,-0.263601985,0
164,106.6532865,-42.24708741,-8.364094219,-0.012441188,-0.928537071,0
165,21.36674644,-61.27830457,13.70445502,0.275147936,-1.001263595,0
166,-46.6407482,71.55701259,27.81219503,-2.019637976,-0.677509133,0
167,-54.02013929,-0.95452503,-8.610566986,-0.140992295,0.536820675,0
168,-48.73726593,51.16557628,7.797461113,-1.962640747,-0.005857197,0
169,-55.80029149,-18.76288573,-3.227296314,-0.943247221,-0.177414121,0
170,77.88749901,91.81111494,-29.8318743,-2.051902717,-0.592575516,0
171,-49.13781221,47.6667344,-14.04250639,-1.413482508,0.68110208,0
172,-51.07173281,28.64339948,-22.05910188,1.909183053,-0.892673679,0
173,81.87845046,-48.7790293,-6.679812786,-0.456535843,0.484690308,0
174,-51.80075903,21.03350036,-5.608320843,0.515088268,1.262125438,0
175,-58.20382902,-42.63651406,-3.350839925,-0.08907642,-0.963548258,0
176,-45.91901643,79.65439683,-13.39724129,3.153064869,-0.841751821,0
177,35.61008976,-59.62226926,16.42897633,0.502507533,-1.004284917,0
178,-43.78906375,100.6620568,-6.841560189,0.831687536,-0.716139273,0
179,29.1025975,-63.71613927,-13.15081312,0.365373233,-0.999462765,0
180,35.28086323,-13.16718571,25.2172358,-1.631859613,-0.837567578,0
181,-57.29040784,-34.07799076,20.49192313,1.013476075,0.420058795,0
182,-58.21133134,-43.14101107,16.46833351,0.740990065,0.413688309,0
183,-53.37240788,4.788771279,23.07933072,0.19038271,1.233646059,0
184,-53.86401028,0.817290428,-18.55491448,0.480370045,-0.895015721,0
185,50.2232813,-13.59940203,-15.15378123,0.34488119,-0.188868052,0
186,48.36917927,17.3449361,10.28284864,-0.915277324,0.617422394,0
187,-57.20913757,-32.71674468,-5.006878873,0.07249659,-0.94963392,0
188,-53.11141389,7.544147303,15.22667776,-1.841060659,-0.805683362,0
189,-52.94539564,9.392274656,6.699776324,0.697818861,-0.894034278,0
190,-58.32150184,-43.73130217,-6.861840733,-0.629831569,-0.23687826,0
191,-54.7708778,-8.670652968,2.891867373,-1.272898218,0.560360493,0
192,154.5622503,-15.74148163,-2.145706412,-0.056355126,-0.867129827,0
193,-44.84344798,90.47197889,-19.31860111,3.500148831,-0.831687011,0
194,-50.93107501,29.81362252,-12.19056592,-0.482894506,0.61090751,0
195,196.7108639,3.353071064,8.515229443,-2.317050042,-0.740101895,0
196,-47.66250023,61.4899248,23.81220972,-2.667597881,-0.671866685,0
197,-52.8350779,10.44398794,8.796953376,1.02476369,-0.197195233,0
198,-53.07617344,8.205322926,1.064822638,-1.632590638,-0.807829427,0
199,-54.24492673,-3.061589473,-14.2159353,0.619698472,0.506069815,0
200,-57.69372197,-38.09426064,20.58634042,-0.488419509,0.468110531,0
201,-51.97325988,19.17474471,0.800436397,-0.446772714,0.584759238,0
202,-49.75313936,40.6875161,25.73944463,-0.265998478,-0.80265602,0
203,-56.22918615,-22.88247477,-9.489891789,-0.001046009,3.319325824,0
204,36.01944803,-15.04776669,-9.395214172,0.297644937,-0.194740192,0
205,-50.93411095,29.31663448,9.039897513,-0.907566409,0.619270167,0
206,-56.24132715,-23.88402453,30.85185404,0.521440955,-0.252410637,0
207,-45.47835385,83.85172347,-5.010466214,3.736169796,-0.857813586,0
208,42.51682327,-20.54927055,-2.219967699,0.505107396,-0.21391542,0
209,91.07118288,-7.411157743,-4.881552192,-0.128270796,-0.861182908,0
210,-51.08686211,28.06772109,-2.951004249,0.416838577,-0.136447228,0
211,-54.11132086,-2.369631841,14.76638366,0.426238299,-0.201817555,0
212,77.84400828,-39.09101844,0.892362404,1.530033367,1.133864939,0
213,-54.58826105,-6.275221673,-23.33377085,0.187583205,-0.18894166,0
214,97.09118572,1.775109843,26.69779456,-1.289677996,-0.100889668,0
215,-53.11550771,7.543261485,13.81711405,0.01847059,3.371068503,0
216,-51.3654313,25.16412596,2.773075138,-1.821616579,-0.060498402,0
217,-52.09010949,18.57140586,-24.64805441,-0.340477082,-0.827807772,0
218,-57.55988592,-35.97417755,-15.53858989,-0.603399379,-0.22002135,0
219,-54.96685278,-11.09217975,24.88087248,0.220854892,-0.214338234,0
220,114.8329991,-10.90695958,-8.445001758,-0.557794792,-0.13813684,0
221,-53.19391784,7.133394219,-3.14992716,-0.447062593,0.562394094,0
222,225.8450473,-16.65235043,5.332371834,1.838683078,-0.218789456,0
223,25.1523233,6.474016391,4.990274954,-1.250888932,-0.809718823,0
224,-57.71811943,-38.20980868,14.93195231,0.171365619,-0.970163458,0
225,-54.23697677,-3.517263231,9.839608733,-1.062991686,-0.854684791,0
226,212.2338532,8.301903633,-14.3055196,-0.97514829,0.645023289,0
227,57.77975129,-19.33578957,27.38936584,1.094357881,-0.239277034,0
228,59.12619914,-45.77996012,21.64720225,0.113674673,-0.959513006,0
229,-55.10704947,-11.33648878,-27.45281195,0.817585143,-0.221063827,0
230,-46.48730251,73.75743644,-3.366232906,-3.465750325,0.805386715,0
231,81.09205525,-36.1490789,-28.19741648,-0.322382434,0.510565148,0
232,-50.24753033,35.74179702,27.27479164,-0.295781668,0.603495801,0
233,-58.61839687,-46.21506376,-28.01925046,-0.03286481,-0.257518899,0
234,-57.81332298,-39.19006622,16.36926238,-0.454448713,0.465986817,0
235,21.76597644,-16.75829791,-14.24037764,0.001625492,0.518978167,0
236,-54.5229944,-5.960028125,-8.492115788,-1.57149866,-0.834928701,0
237,-57.00421364,-30.71383316,-3.642450142,-0.625711326,0.495077662,0
238,58.68060378,-0.379869156,26.22191847,-0.13585552,0.551411124,0
239,-56.47713712,-25.59698575,1.891932846,-0.359881677,0.493506396,0
240,39.50306212,-50.46449047,-3.613864834,-0.038431882,0.455768659,0
241,-54.2950461,-3.330696793,-24.82078753,-0.081333058,-0.17270365,0
242,85.11879902,3.312113259,-2.986171762,0.847329804,-0.171022073,0
243,-47.49671105,64.27819122,-27.88483152,-0.719961706,-0.015570773,0
244,-56.95178329,-30.43797735,7.669514826,-0.097108038,3.30286714,0
245,-54.07713428,-1.239099542,-21.33390814,0.535192169,-0.900236555,0
246,-53.24180428,6.409446895,8.184691478,-0.449170336,0.557593511,0
247,101.5318324,-33.93007209,23.99524189,-1.006195897,0.528783105,0
248,-53.75341209,1.366384013,6.183707069,-1.24902764,-0.129475558,0
249,-52.77797442,10.72888004,21.51968993,0.196034705,-0.169651994,0
250,-55.30365089,-13.7884509,-4.759970354,0.437895763,-0.21865206,0
251,50.46826223,-51.93610665,22.54104868,-0.196008264,-0.254443268,0
252,-57.16946817,-32.98842606,25.41456132,0.105075516,1.162126247,0
253,-58.216082,-42.69444687,-6.177731682,0.317088405,-0.977928257,0
254,-44.72986746,91.01132776,6.830708487,-0.030751629,0.000509962,0
255,109.3770112,-15.74231214,17.16150587,0.424705831,-0.193109188,0
256,-53.85049022,0.891841769,-15.72621157,0.926058651,0.502861539,0
257,-53.10712757,7.574198108,15.93482337,-1.216971332,-0.121489759,0
258,-56.38486451,-24.16946412,-21.48476058,-0.580150429,-0.195952743,0
259,-53.37280064,5.242526882,1.845160128,-1.335712817,-0.117330427,0
260,-53.33691197,5.453092181,8.917699668,0.528724386,1.226668316,0
261,74.52498516,-31.9602485,-7.048263249,-0.547179846,0.519165803,0
262,-54.02706852,-1.47672498,11.91209557,-0.989950979,-0.146443623,0
263,-57.8544767,-39.39423304,7.1810461,0.292500956,1.148167208,0
264,-52.30621608,16.06616612,-7.603910246,2.842140798,0.458724421,0
265,28.09508138,-64.1588458,5.962443051,0.393748635,1.115355356,0
266,71.96894207,-38.02147426,22.10901436,-0.272961994,-0.219855705,0
267,-50.97106637,29.14041661,0.559049878,0.211026793,0.579846846,0
268,-54.70866506,-8.322855288,15.6190854,0.495805886,0.491270165,0
269,-53.97185983,-0.225738816,-19.9448409,0.060917993,0.534187907,0
270,-48.00633605,58.27113613,14.69463405,-3.146971172,0.050069182,0
271,-53.32716785,5.964503988,-10.19372195,-0.301245566,3.387218418,0
272,-52.16357272,17.25879934,2.264967795,1.04408565,-0.890172453,0
273,-53.205991,6.594325092,15.96015134,-0.593432502,-0.146643582,0
274,149.6236378,65.62052161,-29.52383522,3.289428118,0.588319077,0
275,-45.06514487,87.89689282,-2.280060119,3.633085283,-0.846885215,0
276,-58.10166183,-41.63868746,-2.668884106,-0.588032287,-0.235617453,0
277,64.20383643,-54.33291263,-19.90198627,0.708207028,-0.276822017,0
278,-52.44039351,14.83735799,-13.24184584,-1.216560718,0.609227762,0
279,-56.96263,-30.48165045,4.841757276,0.400880222,-0.960496548,0
280,-47.38764046,64.39431271,16.67680454,1.002725341,-0.800720622,0
281,-51.28583936,26.57491229,-24.83895736,1.464498814,-0.879311134,0
282,-56.45804294,-25.01895485,-15.80461491,-0.169533612,-0.214646622,0
283,117.9538,40.13651567,-10.37576439,4.332509311,0.487417436,0
284,-58.10681385,-42.13595211,17.85743654,0.089586211,3.269891792,0
285,-56.10525817,-22.21878143,16.6663946,1.105384872,-0.266569635,0
286,-55.89419079,-19.24475325,-23.72635454,-0.469762433,0.517863111,0
287,-55.04046113,-11.96968636,31.265027,-1.142069509,0.540361706,0
288,139.886727,27.59146773,24.46921233,-0.99243811,-0.05204543,0
289,-58.4082921,-44.17210606,-25.94659126,0.14007717,0.447005593,0
290,192.779061,-25.08298986,-20.49014378,-0.721118029,0.568596362,0
291,-51.43128747,24.84167407,-12.06909702,-0.362238533,0.596638666,0
292,-52.3229172,15.92972666,-9.731017394,-0.775706841,-0.113725561,0
293,351.0220432,9.311109058,-19.21283539,-0.662722161,0.666793112,0
294,-55.47796258,-15.18615163,-20.28961399,-0.800611049,-0.170512175,0
295,-41.05495525,127.2244732,20.80490613,1.467366057,-0.696240105,0
296,-52.53973798,13.85054422,-13.21763956,-1.045270226,-0.814290025,0
297,-57.39221892,-35.09415546,20.51466563,0.138495816,0.450655108,0
298,-56.16804373,-22.09028169,-17.99813841,-0.310587044,0.504611721,0
299,-46.38972414,75.25028309,-26.73827249,-0.988684715,0.015577332,0
300,-55.79832639,-18.73869127,-3.22557267,0.055765506,-0.214580878,0
301,310.037105,21.46764636,-17.90467048,-2.629843761,-0.660829575,0
302,-53.7197951,1.570684715,12.54916834,0.80781806,-0.915236163,0
303,-53.54029184,3.908114018,-12.9727156,-0.246423442,3.381997584,0
304,345.1630608,50.07409099,20.86156028,-1.703675685,0.770994251,0
305,-51.33447742,25.33665628,9.136900268,-0.910942903,0.611571767,0
306,-51.2655317,26.66282896,-19.89254249,0.280525631,-0.128947424,0
307,129.3838523,-26.72963221,20.16151525,0.545339222,-0.215481983,0
308,-48.46180401,54.05363728,1.366270305,0.251132718,-0.788299681,0
309,44.48171191,-51.42249112,19.02110105,0.11079922,3.272900244,0
310,83.28498626,-14.78215923,-8.912446336,-0.070460257,3.367531973,0
311,18.48373424,-59.50101437,-7.544758741,0.074864773,-0.984484022,0
312,-55.26928477,-13.59764941,2.310533962,1.320607881,-0.2533189,0
313,-55.8478732,-19.94269051,29.34071595,0.32829477,-0.237035534,0
314,-48.93735091,49.1767969,7.846048672,-1.914378358,-0.011564735,0
315,-51.22614658,26.84522077,-10.70587749,-1.365535492,-0.777677734,0
316,-54.83399928,-8.984193884,-11.24491965,-0.393631342,-0.883886736,0
317,373.9229286,66.70535809,-2.305630219,-2.773126475,-0.558863017,0
318,-53.16969643,7.244738533,2.502907025,-1.61173931,-0.810926547,0
319,29.60736983,-48.71014625,-13.51311213,-0.244127336,0.467720597,0
320,24.5576218,-29.49399232,10.10171358,0.808225984,-0.957773072,0
321,-46.07404905,77.38898926,19.18856662,0.682460075,-0.76410833,0
322,-56.99028037,-31.09482169,20.41904179,0.941082491,0.428620102,0
323,-54.71314789,-8.355325538,14.91076743,-0.228184714,-0.189206763,0
324,-44.95206337,88.9588931,0.523227316,3.602394354,-0.844518149,0
325,219.5847127,21.5210851,-18.90015962,-1.300312945,0.685729295,0
326,-57.14822908,-32.86733702,29.65670745,0.741901574,-0.277851204,0
327,89.83246071,-49.60251693,-8.109072747,0.355116057,3.285409178,0
328,-56.81064817,-28.75885908,-5.104828309,-0.670693848,0.501028551,0
329,123.7263475,16.98121547,17.01790616,-0.518424758,-0.799058873,0
330,100.8060744,-50.07608496,-23.71004569,0.266969765,0.464520992,0
331,-54.38458427,-5.207901943,20.49511689,0.885117506,-0.226218971,0
332,88.5360278,-52.9646421,13.19585732,0.244041005,-0.969352038,0
333,-58.46891256,-44.96092695,-17.43998607,0.091885913,-0.970538953,0
334,117.1762741,-37.42739631,-14.18702965,-0.386448674,0.513978287,0
335,52.13212296,-54.77090964,-4.983019987,0.39034043,-0.980596428,0
336,168.5183288,12.58453691,20.4558302,0.619854724,-0.133761453,0
337,-51.19492487,26.53871664,17.59569486,-0.754950755,0.605532074,0
338,-54.18237432,-2.757091166,-0.081046933,-0.964262538,-0.853844235,0
339,-56.17981217,-23.08520828,22.34533371,0.81669278,-0.259246784,0
340,-56.4936395,-25.66179237,-2.347458109,0.995932492,-0.971027674,0
341,-57.34831407,-34.8561164,29.70529501,0.790163964,-0.283558742,0
342,-56.9806571,-30.10154774,-20.62929837,0.693617654,3.282712878,0
343,-53.03770081,8.907311536,-13.09349769,0.426745541,0.536355014,0
344,-54.97096278,-10.65943235,2.940454933,-1.224635829,0.554652956,0
345,-58.21717303,-42.70686168,-6.177988905,-0.029873437,0.450169112,0
346,-56.21146405,-23.26531452,15.98159609,-0.241140192,0.489347065,0
347,-56.0803592,-22.09807692,22.32052284,0.492857768,-0.245242988,0
348,-51.98183278,18.65604861,20.61797104,-0.368658386,0.574781868,0
349,-44.76289269,90.88349879,-1.646691859,3.085867026,-0.113246872,0
350,-55.77782223,-18.64835515,1.721014565,-1.028306404,0.532066157,0
351,-59.46390901,-54.88343335,-15.78351489,-0.017043849,0.428777376,0
352,-55.5363334,-15.94625675,-11.78033583,0.502557488,-0.223142839,0
353,49.91735758,-56.70086499,-9.879649622,-0.423651632,-0.245394549,0
354,-52.19802712,16.6073015,16.42751238,1.235220719,-0.902893091,0
355,-53.97280547,-0.214659048,-20.65005631,1.135150301,-0.213189183,0
356,-57.41129614,-34.7300361,-4.959410359,-0.725709225,0.49133929,0
357,-55.35905609,-15.0418565,27.09679374,-0.712874481,-0.895566914,0
358,-58.0432541,-40.85540534,-11.88251586,-0.317462152,-0.948947258,0
359,-51.76844069,20.69199861,24.10088605,-2.04986243,-0.067267496,0
360,54.26821285,-44.19235027,25.1698579,0.657454655,1.143975683,0
361,81.30585723,15.57279074,-12.45270993,2.60106129,0.497067438,0
362,-56.44303883,-24.9271498,-12.97531005,0.82291938,-0.252300082,0
363,126.7006203,-22.50770517,-22.36967969,-0.976856063,-0.138174043,0
364,241.6300111,40.19226697,10.97053254,0.527296504,-0.058165653,0
365,-47.77009965,60.95604776,-0.218695806,-0.760973984,0.6786008,0
366,-54.60421081,-6.355946951,-26.86829112,0.269362521,-0.89866529,0
367,-51.47485043,24.62954904,-21.96451223,0.507188742,-0.848338619,0
368,72.27694826,5.566255527,-4.395717244,0.64321178,1.253803831,0
369,-49.28822197,45.96329858,-4.094541885,0.457301744,-0.810156425,0
370,-54.9773202,-10.1861873,-21.11509175,0.852274194,-0.92963715,0
371,-51.37571917,25.1303876,-0.052092975,-0.416439027,-0.112045158,0
372,-55.99217666,-21.15678115,19.46968203,1.074693943,-0.26420257,0
373,-56.22650258,-22.85248867,-9.489637214,0.740135698,-0.953816257,0
374,66.96809946,-37.65387834,16.46559163,-0.009757123,1.186895696,0
375,-51.74623925,21.28556364,7.111449715,-1.834832674,-0.068926857,0
376,-52.03300602,18.85629796,-11.92531786,-1.169206067,-0.800264533,0
